"Order Number","Order Type","Asset Type","Fiat Type","Total Price","Price","Quantity","Exchange rate","Maker Fee","Taker Fee","Couterparty","Status","Created Time"
"22745463849432031232","Sell","USDT","CLP","400000","970.5","412.15",,"0.82","","MorenoGroupSp","Completed","2025-04-15 14:13:55"
"22745463973918973952","Sell","USDT","CLP","200000","970.5","206.07",,"0.41","","pepecam","Completed","2025-04-15 14:14:25"
"22745463971966488576","Sell","USDT","CLP","150000","970.5","154.55",,"0.3","","Carplay25","Completed","2025-04-15 14:14:25"
"22745463998881017856","Sell","USDT","CLP","650000","970.5","669.75",,"1.33","","karla_chip","Completed","2025-04-15 14:14:31"
"22745473272254337024","Sell","USDT","CLP","300903.52","970.5","310.05",,"0.62","","P2P-099cb2pt","Completed","2025-04-15 14:51:22"
"22745476342217908224","Sell","USDT","CLP","610700","970.85","629.03",,"1.25","","Josean-crypt0","Completed","2025-04-15 15:03:34"
"22745476957805060096","Sell","USDT","CLP","2000000","970.85","2060.05",,"4.12","","TransfeGlobal","Completed","2025-04-15 15:06:01"
"22745481895104720896","Sell","USDT","CLP","154473","970.85","159.11",,"0.31","","Forexcash","Completed","2025-04-15 15:25:38"
"22745485071442546688","Sell","USDT","CLP","200000","970.85","206",,"0.41","","P2P-b7f071qi","Completed","2025-04-15 15:38:15"
"22745487001884856320","Sell","USDT","CLP","250000","970.85","257.5",,"0.51","","CAMBIOS-3AAA","Completed","2025-04-15 15:45:55"
"22745487612919246848","Sell","USDT","CLP","150000","970.59","154.54",,"0.3","","P2P-68e148wk","Completed","2025-04-15 15:48:21"
"22745487867747565568","Sell","USDT","CLP","205000","970.59","211.21",,"0.42","","Yonser","Completed","2025-04-15 15:49:22"
"22745488193799790592","Sell","USDT","CLP","600000","970.59","618.18",,"1.23","","LogisticVzla","Completed","2025-04-15 15:50:40"
"22745488953022029824","Sell","USDT","CLP","300000","970.59","309.09",,"0.61","","P2P-47739dkf","Completed","2025-04-15 15:53:41"
"22745491458614267904","Sell","USDT","CLP","150000","970.8","154.51",,"0.3","","yayitabitri96","Completed","2025-04-15 16:03:38"
"22745495074398871552","Sell","USDT","CLP","300000","970.8","309.02",,"0.61","","Arso1601","Completed","2025-04-15 16:18:00"
"22745495401986949120","Sell","USDT","CLP","420000","970.8","432.63",,"0.86","","Abiip","Completed","2025-04-15 16:19:18"
"22745509207676309504","Sell","USDT","CLP","195228.79","975.9","200.05",,"0.4","","CriptoBBB","Completed","2025-04-15 17:14:10"
"22745509584530841600","Sell","USDT","CLP","154700","975.7","158.55",,"0.31","","Inter_Remittance","Completed","2025-04-15 17:15:40"
"22745509715924463616","Sell","USDT","CLP","150000","975.7","153.73",,"0.3","","jyeexpressSPA","Completed","2025-04-15 17:16:11"
"22745510194735054848","Sell","USDT","CLP","235000","975.7","240.85",,"0.48","","kake07","Completed","2025-04-15 17:18:05"
"22745512359543009280","Sell","USDT","CLP","160000","974.45","164.19",,"0.32","","edward97","Completed","2025-04-15 17:26:41"
"22745512430441881600","Sell","USDT","CLP","1000000","974.45","1026.21",,"2.05","","P2P-609e7a74","Completed","2025-04-15 17:26:58"
"22745512600707018752","Sell","USDT","CLP","420000","974.45","431.01",,"0.86","","RubelPinto","Completed","2025-04-15 17:27:39"
"22745512705650950144","Sell","USDT","CLP","210000","974.45","215.5",,"0.43","","P2P-608bd1jg","Completed","2025-04-15 17:28:04"
"22745512711355047936","Sell","USDT","CLP","150114.02","974.45","154.05",,"0.3","","Hunter_exchange","Completed","2025-04-15 17:28:05"
"22745521622614859776","Sell","USDT","CLP","159999","974.5","164.18",,"0.32","","CAMBIOSEASYEXCHANGE","Completed","2025-04-15 18:03:30"
"22745525018062057472","Sell","USDT","CLP","190000","975","194.87",,"0.38","","--Gentleman-Money--","Completed","2025-04-15 18:16:59"
"22745526592056885248","Sell","USDT","CLP","150000","975.5","153.76",,"0.3","","CambiosKupaiwa","Completed","2025-04-15 18:23:14"
"22745530590058840064","Sell","USDT","CLP","321700","975.5","329.77",,"0.65","","GAMCASH","Completed","2025-04-15 18:39:08"
"22745541171592335360","Sell","USDT","CLP","192000","975.5","196.82",,"0.39","","P2P-d6ce1ed9","Completed","2025-04-15 19:21:11"
"22745542962426425344","Sell","USDT","CLP","700000","975","717.94",,"1.43","","Danyel","Completed","2025-04-15 19:28:18"
"22745543546138779648","Sell","USDT","CLP","405000","975","415.38",,"0.83","","Cambios_Lider","Completed","2025-04-15 19:30:37"
"22745546064723615744","Sell","USDT","CLP","154000","975","157.94",,"0.31","","remezas_mendoza","Completed","2025-04-15 19:40:37"
"22745546785090797568","Sell","USDT","CLP","400000","975.5","410.04",,"0.82","","P2P-5a15a6kw","Completed","2025-04-15 19:43:29"
"22745548267574853632","Sell","USDT","CLP","150000","975.5","153.76",,"0.3","","LeoCrypto64","Completed","2025-04-15 19:49:22"
"22745548775526854656","Sell","USDT","CLP","150000","975.5","153.76",,"0.3","","P2P-74f19ccm","Completed","2025-04-15 19:51:23"
"22745551533442359296","Sell","USDT","CLP","180000","975.5","184.52",,"0.36","","angelescripto","Completed","2025-04-15 20:02:21"
"22745553023821062144","Sell","USDT","CLP","150000","975.5","153.76",,"0.3","","EdwinDyanzaa","Completed","2025-04-15 20:08:16"
"22745553985721245696","Sell","USDT","CLP","150000","975.5","153.76",,"0.3","","Miguelf_1827","Completed","2025-04-15 20:12:06"
"22745557294071074816","Sell","USDT","CLP","170000","975.5","174.26",,"0.34","","Gabrilia2009","Completed","2025-04-15 20:25:14"
"22745558412135747584","Sell","USDT","CLP","1000000","975.3","1025.32",,"2.05","","kmbb2402","Completed","2025-04-15 20:29:41"
"22745560032158191616","Sell","USDT","CLP","200000","975.3","205.06",,"0.41","","Tumejorcambio17","Completed","2025-04-15 20:36:07"
"22745560699940364288","Sell","USDT","CLP","180000","975.3","184.55",,"0.36","","P2P-a4d1ccbt","Completed","2025-04-15 20:38:46"
"22745563350653829120","Sell","USDT","CLP","179000","975.3","183.53",,"0.36","","remezas_mendoza","Completed","2025-04-15 20:49:18"
"22745563471856422912","Sell","USDT","CLP","210000","975.3","215.31",,"0.43","","ECO-FINANCE","Completed","2025-04-15 20:49:47"
"22745603396013121536","Sell","USDT","CLP","222995","975.3","228.64",,"0.45","","RemAudaz","Completed","2025-04-15 23:28:26"
"22745605264095260672","Sell","USDT","CLP","239883","975.3","245.95",,"0.49","","elimde","Completed","2025-04-15 23:35:51"
"22745606797796347904","Sell","USDT","CLP","150000","975.3","153.79",,"0.3","","P2P-ef941ets","Completed","2025-04-15 23:41:57"
"22745607595642748928","Sell","USDT","CLP","395000","975.3","405",,"0.81","","Goyocryptomoneda","Completed","2025-04-15 23:45:07"
"22745607719343009792","Sell","USDT","CLP","220000","975.3","225.57",,"0.45","","alensanvi","Completed","2025-04-15 23:45:37"
"22745612743551246336","Sell","USDT","CLP","500000","975.8","512.4",,"1.02","","P2P-822ddcza","Completed","2025-04-16 00:05:35"
"22745614010540281856","Sell","USDT","CLP","150000","975.8","153.72",,"0.3","","RemesasElLiderChile2","Completed","2025-04-16 00:10:37"
"22745616064133824512","Sell","USDT","CLP","600000","975.8","614.88",,"1.22","","P2P-d9b3f2fz","Completed","2025-04-16 00:18:46"
"22745616092702453760","Sell","USDT","CLP","500000","975.8","512.4",,"1.02","","THINKCL3000","Completed","2025-04-16 00:18:53"
"22745617610791956480","Sell","USDT","CLP","1000000","975.8","1024.8",,"2.04","","Adn_Olive","Completed","2025-04-16 00:24:55"
"22745620783513276416","Sell","USDT","CLP","250000","975.8","256.2",,"0.51","","Adn_Olive","Completed","2025-04-16 00:37:31"
"22745622994733228032","Sell","USDT","CLP","230000","975.8","235.7",,"0.47","","Luiisgbl","Completed","2025-04-16 00:46:19"
"22745634049066250240","Sell","USDT","CLP","200000","976.5","204.81",,"0.4","","Mundodivisa24siete","Completed","2025-04-16 01:30:14"
"22745636038023258112","Sell","USDT","CLP","150000","976.5","153.6",,"0.3","","Saquiel_fast","Completed","2025-04-16 01:38:08"
"22745637314501607424","Sell","USDT","CLP","186254","976.5","190.73",,"0.38","","Cambios_Lider","Completed","2025-04-16 01:43:13"
"22745637439809544192","Sell","USDT","CLP","497000","976.5","508.96",,"1.01","","Comercio_GonzalezSPA","Completed","2025-04-16 01:43:43"
"22745638076258009088","Sell","USDT","CLP","1000000","976.5","1024.06",,"2.04","","Saquiel_fast","Completed","2025-04-16 01:46:14"
"22745638996689084416","Sell","USDT","CLP","1000000","976.5","1024.06",,"2.04","","Adn_Olive","Completed","2025-04-16 01:49:54"
"22745639664022966272","Sell","USDT","CLP","489000","976.5","500.76",,"1","","VeLeal","Completed","2025-04-16 01:52:33"
"22745641828207476736","Sell","USDT","CLP","193800","976.8","198.4",,"0.39","","P2P-6a145314","Completed","2025-04-16 02:01:09"
"22745642318041071616","Sell","USDT","CLP","150000","976.8","153.56",,"0.3","","Carplay25","Completed","2025-04-16 02:03:06"
"22745642320710578176","Sell","USDT","CLP","171000","976.8","175.06",,"0.35","","P2P-39fb73dq","Completed","2025-04-16 02:03:06"
"22745645144434790400","Sell","USDT","CLP","326403","977.5","333.91",,"0.66","","Marketmoney","Completed","2025-04-16 02:14:20"
"22745647036756430848","Sell","USDT","CLP","178000","977.5","182.09",,"0.36","","CryptoLain","Completed","2025-04-16 02:21:51"
"22745811926293536768","Sell","USDT","CLP","150000","979.8","153.09",,"0.3","","Solimar","Completed","2025-04-16 13:17:04"
"22745820950194356224","Sell","USDT","CLP","1000000","977.35","1023.17",,"2.04","","kmbb2402","Completed","2025-04-16 13:52:55"
"22745820994309664768","Sell","USDT","CLP","150000","977.35","153.47",,"0.3","","Ragde03","Completed","2025-04-16 13:53:05"
"22745823142921064448","Sell","USDT","CLP","950000","977","972.36",,"1.94","","CambiosJVB2025","Completed","2025-04-16 14:01:38"
"22745823570385661952","Sell","USDT","CLP","265000","977","271.23",,"0.54","","EnviosAYC","Completed","2025-04-16 14:03:20"
"22745825346707460096","Sell","USDT","CLP","159000","976.5","162.82",,"0.32","","karla_chip","Completed","2025-04-16 14:10:23"
"22745826828356599808","Sell","USDT","CLP","2178000","976","2231.55",,"4.46","","Boyeexpress_spa","Completed","2025-04-16 14:16:16"
"22745827040931848192","Sell","USDT","CLP","304000","976","311.47",,"0.62","","Martinez-Crypto","Completed","2025-04-16 14:17:07"
"22745831737646067712","Sell","USDT","CLP","214000","974.45","219.61",,"0.43","","Worldgroupcambios","Completed","2025-04-16 14:35:47"
"22745833272919707648","Sell","USDT","CLP","150000","974.45","153.93",,"0.3","","Westerdijk","Completed","2025-04-16 14:41:53"
"22745836986552750080","Sell","USDT","CLP","250000","972.9","256.96",,"0.51","","Arso1601","Completed","2025-04-16 14:56:38"
"22745837034666098688","Sell","USDT","CLP","250000","972.9","256.96",,"0.51","","Mafe_CambiosRN","Completed","2025-04-16 14:56:50"
"22745838604465696768","Sell","USDT","CLP","2029000","972.9","2085.51",,"4.17","","Josean-crypt0","Completed","2025-04-16 15:03:04"
"22745838716177076224","Sell","USDT","CLP","150000","972.9","154.17",,"0.3","","P2P-fdd18cnv","Completed","2025-04-16 15:03:31"
"22745840386049638400","Sell","USDT","CLP","150000","972.9","154.17",,"0.3","","JmavTrader","Completed","2025-04-16 15:10:09"
"22745841265105948672","Sell","USDT","CLP","400000","972.3","411.39",,"0.82","","RapidoConfiable","Completed","2025-04-16 15:13:38"
"22745841286669697024","Sell","USDT","CLP","236000","972.3","242.72",,"0.48","","P2P-b7f071qi","Completed","2025-04-16 15:13:44"
"22745848397924818944","Sell","USDT","CLP","173400","973.5","178.12",,"0.35","","CambioSeguroFast","Completed","2025-04-16 15:41:59"
"22745848523446812672","Sell","USDT","CLP","191000","973.5","196.19",,"0.39","","P2P-73b74bhs","Completed","2025-04-16 15:42:29"
"22745851207964282880","Sell","USDT","CLP","200000","974","205.33",,"0.41","","remesasfr","Completed","2025-04-16 15:53:09"
"22745852698466050048","Sell","USDT","CLP","150000","973.8","154.03",,"0.3","","PediCambio","Completed","2025-04-16 15:59:04"
"22745852943010750464","Sell","USDT","CLP","238000","973.8","244.4",,"0.48","","ANG2022","Completed","2025-04-16 16:00:03"
"22745854839802896384","Sell","USDT","CLP","158000","973.35","162.32",,"0.32","","Inter_Remittance","Completed","2025-04-16 16:07:35"
"22745855439294898176","Sell","USDT","CLP","1000000","973.35","1027.37",,"2.05","","Adn_Olive","Completed","2025-04-16 16:09:58"
"22745855563919962112","Sell","USDT","CLP","265000","973.35","272.25",,"0.54","","pepecam","Completed","2025-04-16 16:10:27"
"22745859359512010752","Sell","USDT","CLP","478000","973.8","490.86",,"0.98","","Cambios_Lider","Completed","2025-04-16 16:25:32"
"22745859798203285504","Sell","USDT","CLP","150000","973.8","154.03",,"0.3","","P2P-74f19ccm","Completed","2025-04-16 16:27:17"
"22745879285404426240","Sell","USDT","CLP","1000000","972.8","1027.96",,"2.05","","P2P-57526dm1","Completed","2025-04-16 17:44:43"
"22745884017999200256","Sell","USDT","CLP","500000","973.5","513.61",,"1.02","","Charito25","Completed","2025-04-16 18:03:31"
"22745899120176201728","Sell","USDT","CLP","200000","973.8","205.38",,"0.41","","Miguelf_1827","Completed","2025-04-16 19:03:32"
"22745899445329854464","Sell","USDT","CLP","223000","973.8","228.99",,"0.45","","P2P-1873dafu","Completed","2025-04-16 19:04:50"
"22745899779060649984","Sell","USDT","CLP","387000","973.8","397.41",,"0.79","","Comercio_GonzalezSPA","Completed","2025-04-16 19:06:09"
"22745900035214225408","Sell","USDT","CLP","1000000","973.8","1026.9",,"2.05","","P2P-da6e32rh","Completed","2025-04-16 19:07:10"
"22745901903936040960","Sell","USDT","CLP","286000","973.8","293.69",,"0.58","","CYChile","Completed","2025-04-16 19:14:36"
"22745902743163797504","Sell","USDT","CLP","380000","973.8","390.22",,"0.78","","americanadecambios","Completed","2025-04-16 19:17:56"
"22745905100078919680","Sell","USDT","CLP","150000","973.8","154.03",,"0.3","","Ragde03","Completed","2025-04-16 19:27:18"
"22745914312630456320","Sell","USDT","CLP","300000","973.7","308.1",,"0.61","","P2P-7ace5dkm","Completed","2025-04-16 20:03:54"
"22745914752382177280","Sell","USDT","CLP","194788.68","973.7","200.05",,"0.4","","Luiisgbl","Completed","2025-04-16 20:05:39"
"22745918167971602432","Sell","USDT","CLP","150000","973.7","154.05",,"0.3","","CathyLaloki","Completed","2025-04-16 20:19:13"
"22745919156150013952","Sell","USDT","CLP","260000","973.7","267.02",,"0.53","","karla_chip","Completed","2025-04-16 20:23:09"
"22745919435011022848","Sell","USDT","CLP","250000","973.7","256.75",,"0.51","","bendiccion","Completed","2025-04-16 20:24:16"
"22745929999204286464","Sell","USDT","CLP","1800000","973.45","1849.09",,"3.69","","CambiosEmeFok","Completed","2025-04-16 21:06:14"
"22745930796336390144","Sell","USDT","CLP","200000","973.45","205.45",,"0.41","","CambiosCCV","Completed","2025-04-16 21:09:24"
"22745932149797072896","Sell","USDT","CLP","163000","973.75","167.39",,"0.33","","Yrlander","Completed","2025-04-16 21:14:47"
"22745936035624718336","Sell","USDT","CLP","196012","973.65","201.31",,"0.4","","P2P-533fb1h1","Completed","2025-04-16 21:30:13"
"22745939852413054976","Sell","USDT","CLP","176600","973.65","181.37",,"0.36","","leit0","Completed","2025-04-16 21:45:23"
"22745939947862261760","Sell","USDT","CLP","250000","973.65","256.76",,"0.51","","MoisTrade","Completed","2025-04-16 21:45:46"
"22745940067087654912","Sell","USDT","CLP","200000","973.65","205.41",,"0.41","","Abiip","Completed","2025-04-16 21:46:15"
"22745940597396709376","Sell","USDT","CLP","220000","973.65","225.95",,"0.45","","LUISMEXCHANGE","Completed","2025-04-16 21:48:21"
"22745942088758280192","Sell","USDT","CLP","500000","973.65","513.53",,"1.02","","kmbb2402","Completed","2025-04-16 21:54:17"
"22745942211534266368","Sell","USDT","CLP","350000","973.65","359.47",,"0.71","","cambios-g-y-z","Completed","2025-04-16 21:54:46"
"22745946550098481152","Sell","USDT","CLP","150000","973.65","154.05",,"0.3","","ALcambio","Completed","2025-04-16 22:12:00"
"22745946838131826688","Sell","USDT","CLP","966000","973.65","992.14",,"1.98","","BuenaTasaMD","Completed","2025-04-16 22:13:09"
"22745949081318969344","Sell","USDT","CLP","150000","973.65","154.05",,"0.3","","LUGO-DIGITAL-SPA","Completed","2025-04-16 22:22:04"
"22745949442290122752","Sell","USDT","CLP","200000","973.65","205.41",,"0.41","","P2P-5287b90v","Completed","2025-04-16 22:23:30"
"22745949900223086592","Sell","USDT","CLP","150000","973.65","154.05",,"0.3","","Yonser","Completed","2025-04-16 22:25:19"
"22745950303096258560","Sell","USDT","CLP","150000","973.65","154.05",,"0.3","","LeoCrypto64","Completed","2025-04-16 22:26:55"
"22745950320215523328","Sell","USDT","CLP","220000","973.65","225.95",,"0.45","","Stefanylgq","Completed","2025-04-16 22:26:59"
"22745953191129788416","Sell","USDT","CLP","200000","973.5","205.44",,"0.41","","Juanval","Completed","2025-04-16 22:38:24"
"22745954915719131136","Sell","USDT","CLP","1950000","973.5","2003.08",,"4","","Adn_Olive","Completed","2025-04-16 22:45:15"
"22745957863911489536","Sell","USDT","CLP","266300","973.5","273.54",,"0.54","","fidelcripto","Completed","2025-04-16 22:56:58"
"22745958362570153984","Sell","USDT","CLP","500000","973.5","513.61",,"1.02","","WCAMBIOS","Completed","2025-04-16 22:58:57"
"22745959006609477632","Sell","USDT","CLP","177000","973.5","181.81",,"0.36","","Marytiff","Completed","2025-04-16 23:01:30"
"22745963528389148672","Sell","USDT","CLP","250000","973.3","256.85",,"0.51","","LogisticVzla","Completed","2025-04-16 23:19:28"
"22745963553120272384","Sell","USDT","CLP","167400","973.3","171.99",,"0.34","","GAMCASH","Completed","2025-04-16 23:19:34"
"22745963702451687424","Sell","USDT","CLP","500000","973.3","513.71",,"1.02","","remesasfr","Completed","2025-04-16 23:20:10"
"22745964989812023296","Sell","USDT","CLP","400000","973.3","410.97",,"0.82","","P2P-7ace5dkm","Completed","2025-04-16 23:25:17"
"22745966781546565632","Sell","USDT","CLP","500000","973.3","513.71",,"1.02","","P2P-235bd9pf","Completed","2025-04-16 23:32:24"
"22745967442997633024","Sell","USDT","CLP","850000","973.3","873.31",,"1.74","","Hilda_19","Completed","2025-04-16 23:35:02"
"22745969539848851456","Sell","USDT","CLP","250000","973.3","256.85",,"0.51","","P2P-0a50c1ic","Completed","2025-04-16 23:43:21"
"22745970947979468800","Sell","USDT","CLP","975000","973.3","1001.74",,"2","","Escanor","Completed","2025-04-16 23:48:57"
"22746023152653524992","Sell","USDT","CLP","449000","974","460.98",,"0.92","","P2P-759326tn","Completed","2025-04-17 03:16:24"
"22746028793217630208","Sell","USDT","CLP","199000","974.4","204.22",,"0.4","","P2P-e13456n6","Completed","2025-04-17 03:38:49"
"22746028820525821952","Sell","USDT","CLP","235000","974.4","241.17",,"0.48","","Reginald_TITULAR","Completed","2025-04-17 03:38:55"
"22746030013126754304","Sell","USDT","CLP","495000","974.4","508",,"1.01","","4time","Completed","2025-04-17 03:43:39"
"22746036382673436672","Sell","USDT","CLP","292000","975","299.48",,"0.59","","P2P-76c6a9e9","Completed","2025-04-17 04:08:58"
"22746037967997132800","Sell","USDT","CLP","497017","974.4","510.07",,"1.02","","VisionCar-Ltda","Completed","2025-04-17 04:15:16"
"22746173334113435648","Sell","USDT","CLP","466000","973.4","478.73",,"0.95","","yygb","Completed","2025-04-17 13:13:10"
"22746173484121686016","Sell","USDT","CLP","600000","973.4","616.39",,"1.23","","P2P-4fe77bof","Completed","2025-04-17 13:13:46"
"22746173983477190656","Sell","USDT","CLP","250000","973.4","256.83",,"0.51","","Rody","Completed","2025-04-17 13:15:45"
"22746174227948003328","Sell","USDT","CLP","425000","973.4","436.61",,"0.87","","Much_Dolar","Completed","2025-04-17 13:16:43"
"22746174317798047744","Sell","USDT","CLP","150000","973.4","154.09",,"0.3","","danielspj","Completed","2025-04-17 13:17:04"
"22746176942697549824","Sell","USDT","CLP","150000","974.5","153.92",,"0.3","","P2P-df733eyn","Completed","2025-04-17 13:27:30"
"22746179356289462272","Sell","USDT","CLP","1000000","973.9","1026.79",,"2.05","","cambiovirgendelvalle","Completed","2025-04-17 13:37:06"
"22746179852870787072","Sell","USDT","CLP","412000","973.9","423.04",,"0.84","","Somosjc","Completed","2025-04-17 13:39:04"
"22746180639555522560","Sell","USDT","CLP","925000","973.9","949.78",,"1.89","","VisionCar-Ltda","Completed","2025-04-17 13:42:12"
"22746184310038847488","Sell","USDT","CLP","208000","973.8","213.59",,"0.42","","P2P-c203fdpj","Completed","2025-04-17 13:56:47"
"22746191737256706048","Sell","USDT","CLP","150000","976","153.68",,"0.3","","Chamot","Completed","2025-04-17 14:26:17"
"22746192459844878336","Sell","USDT","CLP","895000","976","917",,"1.83","","idcarin","Completed","2025-04-17 14:29:10"
"22746195199661350912","Sell","USDT","CLP","1000000","976","1024.59",,"2.04","","kmbb2402","Completed","2025-04-17 14:40:03"
"22746195210994593792","Sell","USDT","CLP","920000","976","942.62",,"1.88","","Franjucrypto","Completed","2025-04-17 14:40:06"
"22746197553239908352","Sell","USDT","CLP","292600","975.5","299.94",,"0.59","","Somosjc","Completed","2025-04-17 14:49:24"
"22746197960092762112","Sell","USDT","CLP","300000","975.5","307.53",,"0.61","","BuenaTasaMD","Completed","2025-04-17 14:51:01"
"22746198446963761152","Sell","USDT","CLP","200000","975.5","205.02",,"0.41","","ISA-SpA","Completed","2025-04-17 14:52:57"
"22746198515861630976","Sell","USDT","CLP","1636250","975.5","1677.34",,"3.35","","frankSPA","Completed","2025-04-17 14:53:14"
"22746203196767064064","Sell","USDT","CLP","192000","974.5","197.02",,"0.39","","ECO-FINANCE","Completed","2025-04-17 15:11:50"
"22746206175228542976","Sell","USDT","CLP","3700000","974","3798.76",,"7.59","","frankSPA","Completed","2025-04-17 15:23:40"
"22746212683805999104","Sell","USDT","CLP","400000","973","411.09",,"0.82","","_GoGo_","Completed","2025-04-17 15:49:32"
"22746213207994232832","Sell","USDT","CLP","200000","973","205.54",,"0.41","","P2P-e9472ccr","Completed","2025-04-17 15:51:36"
"22746214999729598464","Sell","USDT","CLP","1000000","973.5","1027.22",,"2.05","","kmbb2402","Completed","2025-04-17 15:58:44"
"22746219311997624320","Sell","USDT","CLP","2000000","972.9","2055.7",,"4.11","","kmbb2402","Completed","2025-04-17 16:15:52"
"22746219354334715904","Sell","USDT","CLP","1300000","972.9","1336.21",,"2.67","","Adn_Olive","Completed","2025-04-17 16:16:02"
"22746221095817789440","Sell","USDT","CLP","211000","972.6","216.94",,"0.43","","MGlobalExchange","Completed","2025-04-17 16:22:57"
"22746225273801633792","Sell","USDT","CLP","433000","972.6","445.19",,"0.89","","pepecam","Completed","2025-04-17 16:39:33"
"22746225879533289472","Sell","USDT","CLP","185000","972.6","190.21",,"0.38","","P2P-984916bt","Completed","2025-04-17 16:41:58"
"22746228791097708544","Sell","USDT","CLP","160000","972.6","164.5",,"0.32","","Fastmoney08","Completed","2025-04-17 16:53:32"
"22746229410104467456","Sell","USDT","CLP","200000","972.6","205.63",,"0.41","","Yonser","Completed","2025-04-17 16:55:59"
"22746230486528581632","Sell","USDT","CLP","197000","972.6","202.54",,"0.4","","P2P-adc8bfh7","Completed","2025-04-17 17:00:16"
"22746231076834234368","Sell","USDT","CLP","349000","972.6","358.83",,"0.71","","remesasviktor2","Completed","2025-04-17 17:02:37"
"22746231400900182016","Sell","USDT","CLP","1400000","972.6","1439.44",,"2.87","","muma","Completed","2025-04-17 17:03:54"
"22746231428656648192","Sell","USDT","CLP","365000","972.6","375.28",,"0.75","","MontillaInversiones","Completed","2025-04-17 17:04:01"
"22746231501996412928","Sell","USDT","CLP","250000","972.6","257.04",,"0.51","","UniversalGroup","Completed","2025-04-17 17:04:18"
"22746232164162699264","Sell","USDT","CLP","170000","972.6","174.78",,"0.34","","Nk-Vale","Completed","2025-04-17 17:06:56"
"22746232699187687424","Sell","USDT","CLP","180000","972.6","185.07",,"0.37","","CambioSeguroFast","Completed","2025-04-17 17:09:04"
"22746234279327961088","Sell","USDT","CLP","500000","972.6","514.08",,"1.02","","P2P-145178em","Completed","2025-04-17 17:15:20"
"22746236666753703936","Sell","USDT","CLP","150000","972.6","154.22",,"0.3","","josedavidm9","Completed","2025-04-17 17:24:50"
"22746238325825544192","Sell","USDT","CLP","309000","972.6","317.7",,"0.63","","ECO-FINANCE","Completed","2025-04-17 17:31:25"
"22746239693073846272","Sell","USDT","CLP","250000","972.6","257.04",,"0.51","","GeremyGoPro","Completed","2025-04-17 17:36:51"
"22746260253225193472","Sell","USDT","CLP","200000","973.7","205.4",,"0.41","","ApexSpa","Completed","2025-04-17 18:58:33"
"22746261264119308288","Sell","USDT","CLP","600000","973.7","616.2",,"1.23","","Hilda_19","Completed","2025-04-17 19:02:34"
"22746262470964346880","Sell","USDT","CLP","150923.5","973.7","155",,"0.31","","P2P-23f5d5ui","Completed","2025-04-17 19:07:22"
"22746262675832725504","Sell","USDT","CLP","240000","973.7","246.48",,"0.49","","NelsonJaimes","Completed","2025-04-17 19:08:11"
"22746303214250737664","Sell","USDT","CLP","280000","973.7","287.56",,"0.57","","CambiosCCV","Completed","2025-04-17 21:49:16"
"22746331697210613760","Sell","USDT","CLP","150000","973.3","154.11",,"0.3","","Tatin1603","Completed","2025-04-17 23:42:27"
